# Annotation file generated by Gemma
# Generated 06/30/2022
# If you use this file for your research, please cite: 
# Lim et al. (2021) Curation of over 10 000 transcriptomic studies to enable data reuse. 
# Database, baab006 (doi:10.1093/database/baab006). 
# Gemma link for this platform: http://gemma.msl.ubc.ca/ arrays/showArrayDesign.html?id=672
# Generic_human_ensemblIds  Generic platform for Homo sapiens, indexed by Ensembl IDs
# Homo sapiens
ProbeName	GeneSymbols	GeneNames	GOTerms	GemmaIDs	NCBIids
ENSG00000125848	FLRT3	fibronectin leucine rich transmembrane protein 3	GO:0098742|GO:0007416|GO:0007411|GO:0008543|GO:1990138|GO:0007507|GO:0099560|GO:0003345|GO:0051965|GO:0048678|GO:0050919|GO:0048598|GO:0060322|GO:0031175	246717	23767
ENSG00000257550	LOC100652999	uncharacterized LOC100652999		8625951	100652999
ENSG00000263934	SNORD3A	small nucleolar RNA, C/D box 3A	GO:0006396	3467209	780851
ENSG00000243902	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	GO:0043086	375655	114794
ENSG00000284410	MIR6733	microRNA 6733		9000964	102465439
ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	GO:0033108	333604	79145
ENSG00000261873	SMIM36	small integral membrane protein 36		8800744	101927367
ENSG00000125844	RRBP1	ribosome binding protein 1	GO:0006412|GO:0015031|GO:0001649	144943	6238
ENSG00000202283	LOC124900225	small nucleolar RNA SNORA33		10578358	124900225
ENSG00000204536	CCHCR1	coiled-coil alpha-helical rod protein 1	GO:0006611|GO:0030154	285878	54535
ENSG00000228049	POLR2J2	RNA polymerase II subunit J2	GO:0006366	412012	246721
ENSG00000163508	EOMES	eomesodermin	GO:0060809|GO:0002302|GO:0000122|GO:0006306|GO:0048382|GO:0043433|GO:0045893|GO:0080111|GO:0048708|GO:0010002|GO:0010467|GO:0001714|GO:0001764|GO:0021772|GO:0006338|GO:0021796|GO:0021895|GO:0006357|GO:0002250|GO:0035914|GO:0007420|GO:0019827|GO:0045944|GO:0001706|GO:0016573|GO:0001707|GO:0016575|GO:0001829|GO:0001708|GO:0060706	176835	8320
ENSG00000174353	STAG3L3	stromal antigen 3-like 3 (pseudogene)	GO:0007062	445001	442578
ENSG00000138036	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1	GO:0035735|GO:0007368|GO:1902017|GO:0035721	280017	51626
ENSG00000189129	PLAC9	placenta associated 9		408280	219348
ENSG00000146469	VIP	vasoactive intestinal peptide	GO:0048662|GO:0051930|GO:0048242|GO:0032812|GO:0007611|GO:0045732|GO:0070459|GO:0001938|GO:0048255|GO:0007589|GO:0043267|GO:0007189|GO:0007200|GO:0007186|GO:0043066|GO:0008284|GO:0060406|GO:0032880	168345	7432
ENSG00000253679	LINC02844	long intergenic non-protein coding RNA 2844		9245177	105375679
ENSG00000232655	LINC01656	long intergenic non-protein coding RNA 1656		8799354	101927526
ENSG00000074603	DPP8	dipeptidyl peptidase 8	GO:0006955|GO:0006508|GO:0006915	289659	54878
ENSG00000205927	OLIG2	oligodendrocyte transcription factor 2	GO:0000122|GO:0021794|GO:0021530|GO:0006357|GO:0021522|GO:0048714|GO:0042552|GO:0045665|GO:0048663|GO:0030182	210458	10215
ENSG00000284541	MIR4517	microRNA 4517		8625292	100616487
ENSG00000253117	OC90	otoconin 90	GO:0046470|GO:0045299|GO:0050482|GO:0016042	465021	729330
ENSG00000255378	PRR23D2	proline rich 23 domain containing 2		3892602	100133251
ENSG00000231322	RPL13AP17	ribosomal protein L13a pseudogene 17		437210	399670
ENSG00000142188	TMEM50B	transmembrane protein 50B	GO:0032511	16396	757
ENSG00000285768	LINC02849	long intergenic non-protein coding RNA 2849		9244925	105375622
ENSG00000173846	PLK3	polo like kinase 3	GO:0000122|GO:0043491|GO:0000302|GO:1904716|GO:0006468|GO:0000082|GO:0007113|GO:0000086|GO:0009314|GO:0090166|GO:0031122|GO:0051302|GO:0006977|GO:0006974|GO:0000278|GO:1901796|GO:2000777|GO:0006970|GO:0043066|GO:0090316|GO:0032465|GO:0006915|GO:0044819	26844	1263
ENSG00000172819	RARG	retinoic acid receptor gamma	GO:0000122|GO:0048384|GO:1990830|GO:0002068|GO:0060070|GO:0003430|GO:0008285|GO:0045637|GO:0035264|GO:0072089|GO:0070384|GO:0043068|GO:0043065|GO:0060740|GO:0006915|GO:0010628|GO:2000647|GO:0048048|GO:0060534|GO:0009952|GO:0009755|GO:0031641|GO:0030154|GO:0032331|GO:0071300|GO:0001843|GO:0032526|GO:0008361|GO:0008284|GO:0060324|GO:0035116|GO:0045944|GO:0031076	138669	5916
ENSG00000106299	WASL	WASP like actin nucleation promoting factor	GO:0006900|GO:0016050|GO:0051653|GO:0031503|GO:1903526|GO:2000402|GO:2000601|GO:0065003|GO:0030050|GO:0060997|GO:0051491|GO:0009617|GO:0051301|GO:0030048|GO:0008154|GO:0045944|GO:0032880|GO:0050790|GO:0030041|GO:2000370	188432	8976
ENSG00000006744	ELAC2	elaC ribonuclease Z 2	GO:0042780|GO:0090646|GO:0016078|GO:0072684	322183	60528
ENSG00000255206	LOC105375888	uncharacterized LOC105375888		9246149	105375888
ENSG00000266206	MIR3926-1	microRNA 3926-1		8568932	100500870
ENSG00000180764	PIPSL	PIP5K1A and PSMD4 like (pseudogene)	GO:0046854	415829	266971
ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor 12	GO:0007266|GO:0051056|GO:0050790|GO:0007186	241351	23365
ENSG00000121797	CCRL2	C-C motif chemokine receptor like 2	GO:0006935|GO:0070098|GO:0006955|GO:0006954|GO:0007204|GO:0007186|GO:0060326|GO:0019722	189124	9034
ENSG00000221673	LOC124904668	small nucleolar RNA U3		10590077	124904668
ENSG00000122417	ODF2L	outer dense fiber of sperm tails 2 like	GO:1902018|GO:1902017|GO:0030030	315762	57489
ENSG00000280780	JAKMIP2-AS1	JAKMIP2 antisense RNA 1		398400	153469
ENSG00000224074	LINC00691	long intergenic non-protein coding RNA 691		397666	152024
ENSG00000004779	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	GO:0006633|GO:0006120|GO:0042776|GO:0009060|GO:0016226|GO:0009249|GO:0032981	115017	4706
ENSG00000214511	HIGD1C	HIG1 hypoxia inducible domain family member 1C	GO:0097250	446631	613227
ENSG00000187268	FAM9C	family with sequence similarity 9 member C	GO:0051321|GO:0007286	404247	171484
ENSG00000069206	ADAM7	ADAM metallopeptidase domain 7	GO:0006508	184257	8756
ENSG00000227973	PIN4P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1		463355	728758
ENSG00000136936	XPA	XPA, DNA damage recognition and repair factor	GO:0034504|GO:1901255|GO:0006284|GO:0006281|GO:0009650|GO:0070914|GO:0033683|GO:0000715	169478	7507
ENSG00000228133	LOC105371485	uncharacterized LOC105371485		9226013	105371485
ENSG00000283654	CIROP	ciliated left-right organizer metallopeptidase	GO:0061966|GO:0007155|GO:0006508	3877102	100128908
ENSG00000268404	LOC100129999	uncharacterized LOC100129999		3881275	100129999
ENSG00000226497	LINC02549	long intergenic non-protein coding RNA 2549		8797891	101928280
ENSG00000008130	NADK	NAD kinase	GO:0006741|GO:0016310|GO:0019674|GO:0046034	330794	65220
ENSG00000226659	TSPAN14-AS1	TSPAN14 antisense RNA 1		8793500	101929574
ENSG00000198353	HOXC4	homeobox C4	GO:0051216|GO:0006357|GO:0009952|GO:0048704|GO:0045944	72097	3221
ENSG00000174788	PCP2	Purkinje cell protein 2	GO:0050790	383193	126006
ENSG00000234754	LINC02817	long intergenic non-protein coding RNA 2817		3974869	400804
ENSG00000284525	MIR4687	microRNA 4687		8625223	100616453
ENSG00000162572	SCNN1D	sodium channel epithelial 1 subunit delta	GO:0006814|GO:0008217|GO:0006883|GO:0050914|GO:0035725|GO:0050915|GO:1904117|GO:1904045|GO:0098719|GO:0071468|GO:0036254	146772	6339
ENSG00000181023	OR56B1	olfactory receptor family 56 subfamily B member 1	GO:0050911|GO:0007186	431917	387748
ENSG00000163950	SLBP	stem-loop binding protein	GO:0051028|GO:0006398|GO:0002191	173473	7884
ENSG00000185222	TCEAL9	transcription elongation factor A like 9		273289	51186
ENSG00000105186	ANKRD27	ankyrin repeat domain 27	GO:0035544|GO:0035646|GO:0032456|GO:0015031|GO:0050775|GO:0048812|GO:0010976|GO:0045022|GO:0050790	354720	84079
ENSG00000243701	DUBR	DPPA2 upstream binding RNA		426814	344595
ENSG00000272398	CD24	CD24 molecule	GO:0001775|GO:0032913|GO:0030856|GO:0045730|GO:0097193|GO:2000768|GO:0042325|GO:0042104|GO:0098609|GO:0001959|GO:0032597|GO:0072139|GO:0002768|GO:0072112|GO:0002237|GO:0001666|GO:0007204|GO:0032600|GO:0061098|GO:0043627|GO:0043406|GO:0043408|GO:0016477|GO:0042632|GO:0016055|GO:0031295	3894126	100133941
ENSG00000101407	TTI1	TELO2 interacting protein 1	GO:0006338|GO:2000003|GO:0050821|GO:0032006	200311	9675
ENSG00000131149	GSE1	Gse1 coiled-coil protein		238289	23199
ENSG00000251283	LOC102724809	uncharacterized LOC102724809		9007983	102724809
ENSG00000145911	N4BP3	NEDD4 binding protein 3	GO:0045087|GO:0007399	237101	23138
ENSG00000188986	NELFB	negative elongation factor complex member B	GO:0008283|GO:0034244|GO:0048863|GO:2000737	249937	25920
ENSG00000000457	SCYL3	SCY1 like pseudokinase 3	GO:0006954|GO:0021522|GO:0006468|GO:0008104|GO:0048666|GO:0016477	313242	57147
ENSG00000182621	LOC105372522	uncharacterized LOC105372522		9230749	105372522
ENSG00000126883	NUP214	nucleoporin 214	GO:0006913|GO:0006606|GO:0006405|GO:0006406|GO:0000278|GO:0006611|GO:0046822|GO:0051726	174592	8021
ENSG00000232039	DEFT1P2	defensin theta 1, pseudogene 2		8090198	100287083
ENSG00000184319	RPL23AP82	ribosomal protein L23a pseudogene 82		420322	284942
ENSG00000284448	MIR6501	microRNA 6501		9000922	102465248
ENSG00000198918	RPL39	ribosomal protein L39	GO:0050830|GO:0002227|GO:0006412|GO:0002181|GO:0061844|GO:0019731	143433	6170
ENSG00000140199	SLC12A6	solute carrier family 12 member 6	GO:0006811|GO:1990573|GO:0006884|GO:0007268|GO:1902476|GO:0055075|GO:0055064|GO:0140157|GO:0001525|GO:0071477|GO:0071333	205853	9990
ENSG00000227659	CLYBL-AS2	CLYBL antisense RNA 2		8723126	100874063
ENSG00000261638	LOC105371296	uncharacterized LOC105371296		9225118	105371296
ENSG00000116983	HPCAL4	hippocalcin like 4	GO:0007417|GO:0007165	277328	51440
ENSG00000171827	ZNF570	zinc finger protein 570	GO:0006357	394742	148268
ENSG00000203902	PNMA6B	PNMA family member 6B (pseudogene)		462625	728513
ENSG00000201772	SNORA5C	small nucleolar RNA, H/ACA box 5C	GO:0006396	459654	677796
ENSG00000065485	PDIA5	protein disulfide isomerase family A member 5	GO:0006457|GO:0022900	224571	10954
ENSG00000260440	LINC01544	long intergenic non-protein coding RNA 1544		8766685	100996669
ENSG00000110848	CD69	CD69 molecule	GO:0071466	21468	969
ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1	GO:0000122|GO:0006357|GO:0032436|GO:0007259|GO:0045444|GO:0016925|GO:0042127|GO:0033235	180448	8554
ENSG00000119471	HSDL2	hydroxysteroid dehydrogenase like 2		356601	84263
ENSG00000185149	NPY2R	neuropeptide Y receptor Y2	GO:0007626|GO:0007218|GO:0003214|GO:0003151|GO:0007186|GO:0007193	118172	4887
ENSG00000147403	RPL10	ribosomal protein L10	GO:0000122|GO:0006417|GO:0000027|GO:0006412|GO:0002181|GO:0043066|GO:1990403	142501	6134
ENSG00000100056	ESS2	ess-2 splicing factor homolog	GO:0000398|GO:0007399	175955	8220
ENSG00000226140	LINC02654	long intergenic non-protein coding RNA 2654		9004810	102724039
ENSG00000185495	LOC101926980	uncharacterized LOC101926980		8801489	101926980
ENSG00000285910	LOC101928866	uncharacterized LOC101928866		8798689	101928866
ENSG00000197083	ZNF300P1	zinc finger protein 300 pseudogene 1		387985	134466
ENSG00000185847	LINC01405	long intergenic non-protein coding RNA 1405		3885775	100131138
ENSG00000176261	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand	GO:0006388	424665	339487
ENSG00000070601	FRMPD1	FERM and PDZ domain containing 1	GO:0090150|GO:0008277	232318	22844
ENSG00000138346	DNA2	DNA replication helicase/nuclease 2	GO:0043137|GO:0006264|GO:0006284|GO:0090305|GO:0044806|GO:0033567|GO:0000723|GO:0000729|GO:0032508|GO:0000076|GO:0045740|GO:1902990|GO:0006260|GO:0090656|GO:0043504|GO:0071932|GO:0032201	36719	1763
ENSG00000258555	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)		8802617	101730217
ENSG00000078549	ADCYAP1R1	ADCYAP receptor type I	GO:0045471|GO:0046545|GO:0043950|GO:0010524|GO:0007283|GO:0009410|GO:0019933|GO:0060732|GO:0032355|GO:0030154|GO:0051057|GO:0007202|GO:0007166|GO:0007188|GO:0060548|GO:0033555	3251	117
ENSG00000234781	LINC01103	long intergenic non-protein coding RNA 1103		8800750	101927360
ENSG00000172081	MOB3A	MOB kinase activator 3A	GO:0032147|GO:0007165|GO:0001934	383511	126308
ENSG00000136758	YME1L1	YME1 like 1 ATPase	GO:0006515|GO:0007005|GO:0043066|GO:0035694|GO:0008283|GO:0034982|GO:0034214|GO:0006508	220609	10730
ENSG00000131089	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9	GO:0099150|GO:0051056|GO:0050790	238825	23229
ENSG00000141956	PRDM15	PR/SET domain 15	GO:0043409|GO:2000035|GO:0006357|GO:0032259|GO:0045944|GO:0090263	323847	63977
ENSG00000279263	OR2L8	olfactory receptor family 2 subfamily L member 8	GO:0050911|GO:0007186	436080	391190
ENSG00000244215	LINC02016	long intergenic non-protein coding RNA 2016		8800321	101927123
ENSG00000123595	RAB9A	RAB9A, member RAS oncogene family	GO:0052403|GO:0042147|GO:0045921|GO:0032880|GO:0032482|GO:0015031	194425	9367
ENSG00000168395	ING5	inhibitor of growth family member 5	GO:0048144|GO:1903706|GO:0006325|GO:0045893|GO:0097190|GO:0048147|GO:0008285|GO:2001235|GO:0001558|GO:0043982|GO:0006355|GO:0043981|GO:0051726|GO:0043983|GO:0043065|GO:0006473|GO:0006275|GO:0044154|GO:0043967|GO:0006260|GO:0045926|GO:2000278|GO:0043966|GO:0050793|GO:0016570	357108	84289
ENSG00000120533	ENY2	ENY2 transcription and export complex 2 subunit	GO:0006368|GO:0006357|GO:0006325|GO:0045893|GO:0043484|GO:0006282|GO:0035521|GO:0035522|GO:0016973|GO:0016578|GO:0043966|GO:0015031	310748	56943
ENSG00000238156	LOC101928540	uncharacterized LOC101928540		8798415	101928540
ENSG00000258100	LINC02823	long intergenic non-protein coding RNA 2823		9218606	105369897
ENSG00000105552	BCAT2	branched chain amino acid transaminase 2	GO:0009098|GO:0010817|GO:1990830|GO:0009082|GO:0006550|GO:0006629|GO:0009099	13007	587
ENSG00000204745	LOC102724642	anaphase-promoting complex subunit 1-like		9007302	102724642
ENSG00000106078	COBL	cordon-bleu WH2 repeat protein	GO:0033504|GO:0048669|GO:0051639|GO:0048565|GO:0001757|GO:0001843|GO:0000578|GO:1900029|GO:1900006|GO:0030903|GO:0001889|GO:0030041	239086	23242
ENSG00000206611	SNORD24	small nucleolar RNA, C/D box 24	GO:0006396	256899	26820
ENSG00000178803	ADORA2A-AS1	ADORA2A antisense RNA 1		452186	646023
ENSG00000101347	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	GO:0046061|GO:0006203|GO:0090501|GO:0016446|GO:0060339|GO:0000724|GO:0045087|GO:0051289|GO:0110025|GO:0006955|GO:0006974|GO:0051607|GO:0045088|GO:0009264	250266	25939
ENSG00000279141	LINC01451	long intergenic non-protein coding RNA 1451		439719	401561
ENSG00000251059	PRKG2-AS1	PRKG2 antisense RNA 1		8798588	101928942
ENSG00000099904	ZDHHC8	zinc finger DHHC-type palmitoyltransferase 8	GO:0007626|GO:0010875|GO:1903078|GO:0018345|GO:0034380|GO:0018230	265457	29801
ENSG00000284246	MIR6716	microRNA 6716		9001388	102466719
ENSG00000236817	LOC102724446	uncharacterized LOC102724446		9006482	102724446
ENSG00000238284	LINC01448	long intergenic non-protein coding RNA 1448		8798226	101928795
ENSG00000173585	CCR9	C-C motif chemokine receptor 9	GO:0006968|GO:0006935|GO:0070098|GO:0006955|GO:0002305|GO:0007204|GO:0007186|GO:0019722|GO:0060326	221991	10803
ENSG00000135362	PRR5L	proline rich 5 like	GO:0006468|GO:0090316|GO:0038203|GO:0061014|GO:0014068|GO:0034599|GO:0010762|GO:0009968|GO:0001933|GO:0001934|GO:0014065	340379	79899
ENSG00000172640	OR10AD1	olfactory receptor family 10 subfamily AD member 1	GO:0050911|GO:0007186	380712	121275
ENSG00000124786	SLC35B3	solute carrier family 35 member B3	GO:1902559|GO:0050428	270008	51000
ENSG00000157456	CCNB2	cyclin B2	GO:0000079|GO:0051301|GO:0008315|GO:0048538|GO:0007057|GO:0044772|GO:0040008|GO:0043029|GO:0001701	190844	9133
ENSG00000181852	RNF41	ring finger protein 41	GO:0051896|GO:0006914|GO:0030336|GO:1901525|GO:0051865|GO:0045732|GO:2000379|GO:0097191|GO:0008285|GO:0045619|GO:0043408|GO:0045637|GO:0016567|GO:2000377|GO:0010498|GO:0000209	209926	10193
ENSG00000186306	OR10T2	olfactory receptor family 10 subfamily T member 2	GO:0050911|GO:0007186	385021	128360
ENSG00000049245	VAMP3	vesicle associated membrane protein 3	GO:0016192|GO:0006887|GO:0042147|GO:0065003|GO:0061025|GO:1903593|GO:0017156|GO:0071346|GO:0006906|GO:0006904|GO:0070254|GO:0043001|GO:1903531|GO:0034446|GO:0001921|GO:0035493|GO:0002639	193991	9341
ENSG00000079150	FKBP7	FKBP prolyl isomerase 7	GO:0018208	280552	51661
ENSG00000138075	ABCG5	ATP binding cassette subfamily G member 5	GO:0010949|GO:0015918|GO:0045796|GO:0009410|GO:0030299|GO:0033344|GO:0007584|GO:0120009|GO:0055085|GO:0014850|GO:0042632|GO:0070328|GO:0010212|GO:0038183	325682	64240
ENSG00000185737	NRG3	neuregulin 3	GO:0050804|GO:0007389|GO:0048513|GO:0060596|GO:0007171|GO:0038138|GO:0035556|GO:2001223|GO:0021842|GO:0038130|GO:0001558	220401	10718
ENSG00000147676	MAL2	mal, T cell differentiation protein 2	GO:0042552|GO:0045056	375147	114569
ENSG00000237763	AMY1A	amylase alpha 1A	GO:0009311	6644	276
ENSG00000254505	CHMP4A	charged multivesicular body protein 4A	GO:0006900|GO:0097352|GO:0031468|GO:0006620|GO:1902774|GO:0046761|GO:0061763|GO:0010324|GO:0007080|GO:0039702|GO:0032511|GO:0001778|GO:0006914|GO:0097320|GO:0006997|GO:1902902|GO:1901215|GO:0016236|GO:0061952|GO:0060548|GO:0051258|GO:0036258|GO:0071985|GO:0090148|GO:0043162|GO:0051469|GO:1901673	264119	29082
ENSG00000163114	PDHA2	pyruvate dehydrogenase E1 subunit alpha 2	GO:0006090|GO:0006006|GO:0006099|GO:0006086	123497	5161
ENSG00000206113	CFAP99	cilia and flagella associated protein 99		440160	402160
ENSG00000128059	PPAT	phosphoribosyl pyrophosphate amidotransferase	GO:0097294|GO:0044208|GO:0006177|GO:0006541|GO:0006189|GO:0009113|GO:0006164	129373	5471
ENSG00000144962	SPATA16	spermatogenesis associated 16	GO:0007283|GO:0007286	352741	83893
ENSG00000122145	TBX22	T-box transcription factor 22	GO:0000122|GO:0006357|GO:0001708|GO:0045893|GO:0045892	269943	50945
ENSG00000235655	H3P6	H3 histone pseudogene 6		443098	440926
ENSG00000107815	TWNK	twinkle mtDNA helicase	GO:0006268|GO:0006264|GO:0006390|GO:0034214|GO:0071333	308980	56652
ENSG00000284518	MIR4658	microRNA 4658		8625191	100616439
ENSG00000143106	PSMA5	proteasome 20S subunit alpha 5	GO:0043161|GO:0010498	133736	5686
ENSG00000253417	LINC02159	long intergenic non-protein coding RNA 2159		421473	285629
ENSG00000113569	NUP155	nucleoporin 155	GO:0006913|GO:0000972|GO:0006606|GO:0006405|GO:0006406|GO:0006998|GO:0086014|GO:0036228|GO:0035196	199416	9631
ENSG00000151445	VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	GO:0097352|GO:0006886|GO:0032963|GO:0043687|GO:0008333|GO:0007034|GO:0007283|GO:0046907|GO:0090385|GO:0030154|GO:0030199|GO:0017185	323039	63894
ENSG00000132849	PATJ	PATJ crumbs cell polarity complex component	GO:0045197|GO:0035089|GO:0070507|GO:0035556|GO:0120192|GO:0031023	210229	10207
ENSG00000261039	LINC02544	long intergenic non-protein coding RNA 2544		8793220	101929504
ENSG00000152409	JMY	junction mediating and regulatory protein, p53 cofactor	GO:0006281|GO:0009267|GO:0070060|GO:0006357|GO:0034314|GO:0051091|GO:0070358|GO:0045893|GO:0043065|GO:0072332	387733	133746
ENSG00000164266	SPINK1	serine peptidase inhibitor Kazal type 1	GO:0045471|GO:0031667|GO:0048240|GO:0050679|GO:0050732|GO:0007204|GO:0090281|GO:1900004|GO:0007263|GO:0060046|GO:2001256|GO:0018108|GO:0010751|GO:0090187|GO:0090277|GO:0071375	153759	6690
ENSG00000116830	TTF2	transcription termination factor 2	GO:0006338|GO:0006369|GO:0006397|GO:0006353|GO:0006281|GO:0008380	178644	8458
ENSG00000234690	EPCAM-DT	EPCAM divergent transcript		8801146	101927043
ENSG00000100197	CYP2D6	cytochrome P450 family 2 subfamily D member 6	GO:0046483|GO:0008203|GO:0008202|GO:0006805|GO:0042178|GO:0008210|GO:0042572|GO:0042759|GO:0006082|GO:0070989|GO:0009820|GO:0009822|GO:0019369|GO:0090350|GO:0051100|GO:0009804|GO:0016098|GO:0033076	33033	1565
ENSG00000108984	MAP2K6	mitogen-activated protein kinase kinase 6	GO:0000165|GO:0009410|GO:0018108|GO:0051770|GO:0002931|GO:0032308|GO:0006975|GO:0051403|GO:0051726|GO:1901796|GO:0043065|GO:0007165|GO:0043406|GO:0072709|GO:0060048|GO:0120163|GO:0060348|GO:0022602|GO:0070423|GO:0038066|GO:0090398|GO:0006915|GO:0001649	132110	5608
ENSG00000251405	NIPAL4-DT	NIPAL4 divergent transcript		9006325	102724404
ENSG00000124935	SCGB1D2	secretoglobin family 1D member 2		219397	10647
ENSG00000236432	MFF-DT	MFF divergent transcript		459505	654841
ENSG00000261857	MIA	MIA SH3 domain containing	GO:0030198|GO:0007165	175726	8190
ENSG00000018610	STEEP1	STING1 ER exit protein 1	GO:0006888|GO:0090158	323504	63932
ENSG00000136866	ZFP37	ZFP37 zinc finger protein	GO:0000122|GO:0006357|GO:0006355	170037	7539
ENSG00000151176	PLBD2	phospholipase B domain containing 2	GO:0009395	404807	196463
ENSG00000138101	DTNB	dystrobrevin beta	GO:0030182|GO:0099536	38344	1838
ENSG00000066230	SLC9A3	solute carrier family 9 member A3	GO:0006811|GO:1902600|GO:0071805|GO:0098719|GO:0051453	150963	6550
ENSG00000108671	PSMD11	proteasome 26S subunit, non-ATPase 11	GO:0048863|GO:0043161|GO:0006511|GO:0043248	134566	5717
ENSG00000079785	DDX1	DEAD-box helicase 1	GO:1903608|GO:0006302|GO:0006446|GO:0000245|GO:0006388|GO:0043330|GO:0090305|GO:0032508|GO:0045087|GO:0051607|GO:0006355|GO:0043123|GO:0002735	34954	1653
ENSG00000115616	SLC9A2	solute carrier family 9 member A2	GO:0071805|GO:0006811|GO:0098719|GO:0008104|GO:1902600|GO:0051453	150950	6549
ENSG00000155026	RSPH10B	radial spoke head 10 homolog B		411480	222967
ENSG00000183578	TNFAIP8L3	TNF alpha induced protein 8 like 3	GO:0051897|GO:0006644|GO:0042981|GO:0043552|GO:0048017|GO:0015914|GO:0120009|GO:0019216|GO:0070374	432329	388121
ENSG00000183092	BEGAIN	brain enriched guanylate kinase associated	GO:0098962	317387	57596
ENSG00000273428	LOC105372990	uncharacterized LOC105372990		9232947	105372990
ENSG00000145861	C1QTNF2	C1q and TNF related 2	GO:0019216	376336	114898
ENSG00000255929	PIWIL4-AS1	PIWIL4 antisense RNA 1		9216553	105369438
ENSG00000118322	ATP10B	ATPase phospholipid transporting 10B (putative)	GO:0097212|GO:0045332	236824	23120
ENSG00000164332	UBLCP1	ubiquitin like domain containing CTD phosphatase 1	GO:0006470	388006	134510
ENSG00000284532	MIR4723	microRNA 4723		8625091	100616388
ENSG00000172830	SSH3	slingshot protein phosphatase 3	GO:0030036|GO:0030837|GO:0006470	291224	54961
ENSG00000250934	LOC644662	uncharacterized LOC644662		450381	644662
ENSG00000284160	MIR7706	microRNA 7706		9010128	102465803
ENSG00000204261	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)		8574180	100507463
ENSG00000185863	TMEM210	transmembrane protein 210		8570330	100505993
ENSG00000110455	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	GO:0006520|GO:0009058	359993	84680
ENSG00000179304	FAM156B	family with sequence similarity 156 member B		460677	727866
ENSG00000067177	PHKA1	phosphorylase kinase regulatory subunit alpha 1	GO:0005977|GO:0006091	125332	5255
ENSG00000121207	LRAT	lecithin retinol acyltransferase	GO:0001523|GO:1990830|GO:0032526|GO:0007601|GO:0006776|GO:0042572|GO:0032370|GO:0009617|GO:0033189	192343	9227
ENSG00000134900	TPP2	tripeptidyl peptidase 2	GO:0080144|GO:0006508|GO:0000209	163612	7174
ENSG00000182795	C1orf116	chromosome 1 open reading frame 116		333289	79098
ENSG00000105887	MTPN	myotrophin	GO:0030307|GO:0051247|GO:0051146|GO:0006417|GO:0071260|GO:0010613|GO:0006584|GO:0010557|GO:2000812|GO:0021707|GO:0008361|GO:0030182|GO:0043403|GO:0016202|GO:0051092	388611	136319
ENSG00000198502	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	GO:0002503|GO:0002250|GO:0002381|GO:0019886|GO:0050870	69422	3127
ENSG00000101251	SEL1L2	SEL1L2 adaptor subunit of ERAD E3 ligase	GO:0036503	345340	80343
ENSG00000284364	MIR6824	microRNA 6824		9001074	102465495
ENSG00000002919	SNX11	sorting nexin 11	GO:0016050|GO:0006886	266054	29916
ENSG00000233723	LINC01122	long intergenic non-protein coding RNA 1122		438658	400955
ENSG00000213339	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	GO:0101030|GO:0006400	349753	81890
ENSG00000164296	TIGD6	tigger transposable element derived 6		349166	81789
ENSG00000211689	TARP	TCR gamma alternate reading frame protein		445225	445347
ENSG00000275464	LOC102724159	periodic tryptophan protein 2 homolog	GO:0000462|GO:0000028	9005325	102724159
ENSG00000175202	HIGD2B	HIG1 hypoxia inducible domain family member 2B	GO:0097250	381722	123346
ENSG00000285976	PTP4A1	protein tyrosine phosphatase 4A1	GO:0030335|GO:0007049|GO:0006470	172495	7803
ENSG00000182957					
ENSG00000223629	DEFA8P	defensin alpha 8, pseudogene		445314	449491
ENSG00000119699	TGFB3	transforming growth factor beta 3	GO:0007435|GO:0043410|GO:0048702|GO:0060391|GO:0034616|GO:0060395|GO:0008285|GO:1905005|GO:0042127|GO:0043932|GO:0001666|GO:0007568|GO:0007565|GO:0050714|GO:0010936|GO:0043065|GO:0043627|GO:0062009|GO:0048839|GO:0001701|GO:0030879|GO:0042060|GO:0048286|GO:0030512|GO:0045216|GO:0007179|GO:1905075|GO:0045893|GO:0048565|GO:0042704|GO:0010862|GO:0051491|GO:0051496|GO:0032570|GO:0070483|GO:0010718|GO:0032967|GO:0030501|GO:1904706|GO:0042476|GO:0030509|GO:0008284|GO:0060364|GO:0043524|GO:0060325|GO:0045944|GO:0051781	160280	7043
