# Annotation file generated by Gemma
# Generated 08/27/2021
# If you use this file for your research, please cite: 
# Lim et al. (2021) Curation of over 10 000 transcriptomic studies to enable data reuse. 
# Database, baab006 (doi:10.1093/database/baab006). 
# Gemma link for this platform: http://gemma.msl.ubc.ca/ arrays/showArrayDesign.html?id=672
# Generic_human_ensemblIds  Generic platform for Homo sapiens, indexed by Ensembl IDs
# Homo sapiens
ProbeName	GeneSymbols	GeneNames	GOTerms	GemmaIDs	NCBIids
ENSG00000181036	FCRL6	Fc receptor like 6		426543	343413
ENSG00000059145	UNKL	unk like zinc finger		327716	64718
ENSG00000156535	CD109	CD109 molecule		388305	135228
ENSG00000284140	MIR3618	microRNA 3618		8568912	100500860
ENSG00000267519	MIR23AHG	miR-23a/27a/24-2 cluster host gene		419674	284454
ENSG00000228590	MIR4432HG	MIR4432 host gene		9694994	106660609
ENSG00000230439	LOC100132240	uncharacterized LOC100132240		3889650	100132240
ENSG00000284386	MIR147B	microRNA 147b		3467062	100126311
ENSG00000177551	NHLH2	nescient helix-loop-helix 2		116853	4808
ENSG00000284154	MIR3605	microRNA 3605		8568898	100500853
ENSG00000197472	ZNF695	zinc finger protein 695		312671	57116
ENSG00000205488	CALML3-AS1	CALML3 antisense RNA 1		3889427	100132159
ENSG00000129946	SHC2	SHC adaptor protein 2		247267	25759
ENSG00000142166	IFNAR1	interferon alpha and beta receptor subunit 1		75445	3454
ENSG00000061656	SPAG4	sperm associated antigen 4		153597	6676
ENSG00000129460	NGDN	neuroguidin		250975	25983
ENSG00000179284	DAND5	DAN domain BMP antagonist family member 5		405453	199699
ENSG00000267152	LOC100507486	uncharacterized LOC100507486		8574275	100507486
ENSG00000099899	TRMT2A	tRNA methyltransferase 2 homolog A		257832	27037
ENSG00000242193	CRYZL2P	crystallin zeta like 2, pseudogene		467310	730102
ENSG00000186871	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase		288564	54821
ENSG00000177125	ZBTB34	zinc finger and BTB domain containing 34		440609	403341
ENSG00000157106	SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase		235652	23049
ENSG00000197329	PELI1	pellino E3 ubiquitin protein ligase 1		313485	57162
ENSG00000225399	STGC3	uncharacterized STGC3		445352	474171
ENSG00000129657	SEC14L1	SEC14 like lipid binding 1		147810	6397
ENSG00000226894	TMPRSS11BNL	TMPRSS11B N-terminal like, pseudogene		438985	401136
ENSG00000188693	CYP51A1-AS1	CYP51A1 antisense RNA 1		446583	613126
ENSG00000099256	PRTFDC1	phosphoribosyl transferase domain containing 1		311000	56952
ENSG00000144488	ESPNL	espin like		424868	339768
ENSG00000258977	LINC01467	long intergenic non-protein coding RNA 1467		8798433	101928559
ENSG00000250392	LINC02502	long intergenic non-protein coding RNA 2502		8766741	100996694
ENSG00000267522	LINC01864	long intergenic non-protein coding RNA 1864		8798648	101928886
ENSG00000162408	NOL9	nucleolar protein 9		337573	79707
ENSG00000128849	CGNL1	cingulin like 1		362958	84952
ENSG00000150051	MKX	mohawk homeobox		416289	283078
ENSG00000053254	FOXN3	forkhead box N3		24357	1112
ENSG00000116809	ZBTB17	zinc finger and BTB domain containing 17		171502	7709
ENSG00000269624	LOC100507664	uncharacterized LOC100507664		8574707	100507664
ENSG00000164808	SPIDR	scaffold protein involved in DNA repair		243553	23514
ENSG00000178966	RMI1	RecQ mediated genome instability 1		341802	80010
ENSG00000134333	LDHA	lactate dehydrogenase A		85227	3939
ENSG00000198326	TMEM239	transmembrane protein 239		8094359	100288797
ENSG00000170502	NUDT9	nudix hydrolase 9		282246	53343
ENSG00000231453	LINC01305	long intergenic non-protein coding RNA 1305		420519	285084
ENSG00000280021	OR51F1	olfactory receptor family 51 subfamily F member 1		414381	256892
ENSG00000275335	MIR8088	microRNA 8088		9001502	102466880
ENSG00000188004	SNHG28	small nucleolar RNA host gene 28		420025	284677
ENSG00000168597					
ENSG00000169372	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain		183946	8738
ENSG00000284253	MIR1973	microRNA 1973		8101901	100302290
ENSG00000055483	USP36	ubiquitin specific peptidase 36		317447	57602
ENSG00000139540	SLC39A5	solute carrier family 39 member 5		416945	283375
ENSG00000065268	WDR18	WD repeat domain 18		315076	57418
ENSG00000267239	LOC101927582	uncharacterized LOC101927582		8799497	101927582
ENSG00000136816	TOR1B	torsin family 1 member B		261360	27348
ENSG00000180694	TMEM64	transmembrane protein 64		403192	169200
ENSG00000168135	KCNJ4	potassium inwardly rectifying channel subfamily J member 4		81181	3761
ENSG00000267039	LOC105372069	uncharacterized LOC105372069		9228632	105372069
ENSG00000173163	COMMD1	copper metabolism domain containing 1		396509	150684
ENSG00000109911	ELP4	elongator acetyltransferase complex subunit 4		256360	26610
ENSG00000180259	PRNT	prion locus lncRNA, testis expressed		395774	149830
ENSG00000174574	AKIRIN1	akirin 1		336044	79647
ENSG00000284741	PDE11A	phosphodiesterase 11A		269880	50940
ENSG00000230539	AOAH-IT1	AOAH intronic transcript 1		8762831	100874264
ENSG00000164104	HMGB2	high mobility group box 2		70504	3148
ENSG00000164134	LOC105377450	uncharacterized LOC105377450		9252711	105377450
ENSG00000269985	LOC101927972	uncharacterized LOC101927972		8799286	101927972
ENSG00000263512	MIR4311	microRNA 4311		8506474	100422905
ENSG00000143479	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3		178372	8444
ENSG00000265872	MIR3689A	microRNA 3689a		8568886	100500846
ENSG00000077498	TYR	tyrosinase		165557	7299
ENSG00000134278	SPIRE1	spire type actin nucleation factor 1		310136	56907
ENSG00000267028	TCF4-AS1	TCF4 antisense RNA 1		9228881	105372127
ENSG00000134057	CCNB1	cyclin B1		19539	891
ENSG00000171942	OR10H2	olfactory receptor family 10 subfamily H member 2		256023	26538
ENSG00000196371	FUT4	fucosyltransferase 4		50214	2526
ENSG00000261439	GNAO1-AS1	GNAO1 antisense RNA 1		252553	26077
ENSG00000141748	ARL5C	ADP ribosylation factor like GTPase 5C		435638	390790
ENSG00000124198	ARFGEF2	ADP ribosylation factor guanine nucleotide exchange factor 2		217629	10564
ENSG00000205775	GAGE2E	G antigen 2E		256687	26749
ENSG00000239900	ADSL	adenylosuccinate lyase		4062	158
ENSG00000165521	EML5	EMAP like 5		401058	161436
ENSG00000163359	COL6A3	collagen type VI alpha 3 chain		27684	1293
ENSG00000269096	CT45A1|CT45A3	cancer/testis antigen family 45 member A1|cancer/testis antigen family 45 member A3		445920|443946	541466|441519
ENSG00000260916	CCPG1	cell cycle progression 1		192523	9236
ENSG00000236849	LINC01474	long intergenic non-protein coding RNA 1474		8800521	101927258
ENSG00000164877	MICALL2	MICAL like 2		338572	79778
ENSG00000116183	PAPPA2	pappalysin 2		322470	60676
ENSG00000104722	NEFM	neurofilament medium chain		115672	4741
ENSG00000214237	MINDY4B	MINDY family member 4B		453434	646951
ENSG00000134996	OSTF1	osteoclast stimulating factor 1		256131	26578
ENSG00000273032	DGCR5	DiGeorge syndrome critical region gene 5		254085	26220
ENSG00000284180	MIR3606	microRNA 3606		8568868	100500837
ENSG00000181722	ZBTB20	zinc finger and BTB domain containing 20		253429	26137
ENSG00000135083	CCNJL	cyclin J like		335579	79616
ENSG00000099822	HCN2	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2		13372	610
ENSG00000267041	ZNF850	zinc finger protein 850		426285	342892
ENSG00000257582	LINC01475	long intergenic non-protein coding RNA 1475		8800708	101927324
ENSG00000167910	CYP7A1	cytochrome P450 family 7 subfamily A member 1		33338	1581
ENSG00000186635	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1		378692	116985
ENSG00000241696	LINC02053	long intergenic non-protein coding RNA 2053		8569414	100505609
ENSG00000154188	ANGPT1	angiopoietin 1		6745	284
ENSG00000275373	MIR6124	microRNA 6124		9001506	102466906
ENSG00000243660	ZNF487	zinc finger protein 487		448045	642819
ENSG00000147434	CHRNA6	cholinergic receptor nicotinic alpha 6 subunit		188387	8973
ENSG00000182362	YBEY	ybeY metalloendoribonuclease		283463	54059
ENSG00000169288	MRPL1	mitochondrial ribosomal protein L1		330100	65008
ENSG00000138303	ASCC1	activating signal cointegrator 1 complex subunit 1		270144	51008
ENSG00000116726	PRAMEF12	PRAME family member 12		435847	390999
ENSG00000160752	FDPS	farnesyl diphosphate synthase		46749	2224
ENSG00000137106	GRHPR	glyoxylate and hydroxypyruvate reductase		194712	9380
ENSG00000182552	RWDD4	RWD domain containing 4		406903	201965
ENSG00000242288	BMS1P4-AGAP5	BMS1P4-AGAP5 readthrough		10402503	113939925
ENSG00000136161	RCBTB2	RCC1 and BTB domain containing protein 2		24145	1102
ENSG00000265965	MIR4266	microRNA 4266		8506712	100423027
ENSG00000264314	MIR548AT	microRNA 548at		8648459	100847030
ENSG00000153130	SCOC	short coiled-coil protein		322297	60592
ENSG00000265878	MIR3914-1	microRNA 3914-1		8568866	100500836
ENSG00000103707	MTFMT	mitochondrial methionyl-tRNA formyltransferase		381679	123263
ENSG00000173848	NET1	neuroepithelial cell transforming 1		211602	10276
ENSG00000171484					
ENSG00000106809	OGN	osteoglycin		119600	4969
ENSG00000284268	MIR1181	microRNA 1181		8101850	100302213
ENSG00000236914	LINC01852	long intergenic non-protein coding RNA 1852		9668961	107984773
ENSG00000241336	LINC01487	long intergenic non-protein coding RNA 1487		8797978	101928190
ENSG00000279051	OR6Q1	olfactory receptor family 6 subfamily Q member 1		408987	219952
ENSG00000233399	LINC01648	long intergenic non-protein coding RNA 1648		8999484	101929406
ENSG00000177151	OR2T35	olfactory receptor family 2 subfamily T member 35		440484	403244
ENSG00000171936	OR10H3	olfactory receptor family 10 subfamily H member 3		256000	26532
ENSG00000284499	MIR363	microRNA 363		446346	574031
ENSG00000224020	MIR181A2HG	MIR181A2 host gene		8504208	100379345
ENSG00000134061	CD180	CD180 molecule		87520	4064
ENSG00000225626	C9orf135-DT	C9orf135 divergent transcript		445696	494558
ENSG00000267532	MIR497HG	mir-497-195 cluster host gene		8572178	100506755
ENSG00000176204	LRRTM4	leucine rich repeat transmembrane neuronal 4		342426	80059
ENSG00000235859	DKFZP586I1420	uncharacterized protein DKFZp586I1420		410982	222161
ENSG00000256508	MRGPRF-AS1	MRGPRF antisense RNA 1		8797862	101928200
ENSG00000179571	NBPF17P	NBPF member 17, pseudogene		440019	401967
ENSG00000164850	GPER1	G protein-coupled estrogen receptor 1		56287	2852
ENSG00000149357	LAMTOR1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1		291949	55004
ENSG00000246263	UBR5-DT	UBR5 divergent transcript		8800550	101927221
ENSG00000142686	C1orf216	chromosome 1 open reading frame 216		384563	127703
ENSG00000259023	LINC00524	long intergenic non-protein coding RNA 524		1103695	338002
ENSG00000238728	MIR1972-1	microRNA 1972-1		8125325	100302243
ENSG00000231850	GAGE2B	G antigen 2B		450900	645037
ENSG00000221878	PSG7	pregnancy specific beta-1-glycoprotein 7		133493	5676
ENSG00000224041	IGKV3D-15	immunoglobulin kappa variable 3D-15		262750	28875
ENSG00000122644	ARL4A	ADP ribosylation factor like GTPase 4A		208536	10124
ENSG00000284567	MIR223	microRNA 223		441083	407008
ENSG00000274443	C8orf89	chromosome 8 open reading frame 89		3882384	100130301
ENSG00000143033	MTF2	metal response element binding transcription factor 2		232030	22823
ENSG00000285051	SLC7A14-AS1	SLC7A14 antisense RNA 1		8798379	101928583
ENSG00000273018	FAM106A	family with sequence similarity 106 member A		342351	80039
ENSG00000126267	COX6B1	cytochrome c oxidase subunit 6B1		28482	1340
ENSG00000248472	DDX11L9	DEAD/H-box helicase 11 like 9 (pseudogene)		8093614	100288486
ENSG00000023516	AKAP11	A-kinase anchoring protein 11		229549	11215
ENSG00000148110	MFSD14B	major facilitator superfamily domain containing 14B		359477	84641
ENSG00000171530	TBCA	tubulin folding cofactor A		158061	6902
ENSG00000152763	DNAI4	dynein axonemal intermediate chain 4		339200	79819
ENSG00000162676	GFI1	growth factor independent 1 transcriptional repressor		53167	2672
ENSG00000109079	TNFAIP1	TNF alpha induced protein 1		162218	7126
ENSG00000206142	FAM230H	family with sequence similarity 230 member H		8765855	100996335
ENSG00000284239	MIR1539	microRNA 1539		8101881	100302257
ENSG00000284028	MIR4468	microRNA 4468		8624773	100616226
ENSG00000277194	SNORD22	small nucleolar RNA, C/D box 22		193375	9304
ENSG00000284346	MIR940	microRNA 940		3467046	100126328
ENSG00000169105	CHST14	carbohydrate sulfotransferase 14		374225	113189
ENSG00000257913	DDN-AS1	DDN and PRKAG1 antisense RNA 1		9217996	105369758
ENSG00000284163	MIR3620	microRNA 3620		8568818	100500810
ENSG00000170231	FABP6	fatty acid binding protein 6		45487	2172
ENSG00000231422	LINC01516	long intergenic non-protein coding RNA 1516		8798973	101929025
ENSG00000149231	CCDC82	coiled-coil domain containing 82		338596	79780
ENSG00000249020	SNORA58	small nucleolar RNA, H/ACA box 58		459767	677836
ENSG00000172432	GTPBP2	GTP binding protein 2		287132	54676
ENSG00000137871	LOC145783	uncharacterized LOC145783		392844	145783
ENSG00000172774	OR1S1	olfactory receptor family 1 subfamily S member 1		409028	219959
ENSG00000150627	WDR17	WD repeat domain 17		378603	116966
ENSG00000038295	TLL1	tolloid like 1		161428	7092
ENSG00000233208	LINC00642	long intergenic non-protein coding RNA 642		437776	400238
ENSG00000204449	TRIM49C	tripartite motif containing 49C		447797	642612
ENSG00000272693	LOC441242	uncharacterized LOC441242		443565	441242
ENSG00000136933	RABEPK	Rab9 effector protein with kelch motifs		211040	10244
ENSG00000168453	HR	HR lysine demethylase and nuclear receptor corepressor		304053	55806
ENSG00000167363	FN3K	fructosamine 3 kinase		324810	64122
ENSG00000153234	NR4A2	nuclear receptor subfamily 4 group A member 2		119030	4929
ENSG00000117394	SLC2A1	solute carrier family 2 member 1		150132	6513
ENSG00000087077	TRIP6	thyroid hormone receptor interactor 6		164071	7205
ENSG00000281731	METTL14-DT	METTL14 divergent transcript		8794201	101929741
ENSG00000283463	HSFX4	heat shock transcription factor family, X-linked member 4		8799747	101927685
ENSG00000116783	TNNI3K	TNNI3 interacting kinase		271318	51086
ENSG00000070371	CLTCL1	clathrin heavy chain like 1		175934	8218
ENSG00000215039	CD27-AS1	CD27 antisense RNA 1		459806	678655
ENSG00000221909	FAM200A	family with sequence similarity 200 member A		410706	221786
ENSG00000131381	RBSN	rabenosyn, RAB effector		324974	64145
ENSG00000245080					
ENSG00000267586	LINC00907	long intergenic non-protein coding RNA 907		419026	284260
ENSG00000213397	HAUS7	HAUS augmin like complex subunit 7		299224	55559
ENSG00000072071	ADGRL1	adhesion G protein-coupled receptor L1		232522	22859
ENSG00000100209	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone		396103	150274
ENSG00000231364	LINC01712	long intergenic non-protein coding RNA 1712		8799382	101927542
ENSG00000092820	EZR	ezrin		168193	7430
ENSG00000251321	PCAT4	prostate cancer associated transcript 4		379471	118425
ENSG00000169905	TOR1AIP2	torsin 1A interacting protein 2		325087	163590
ENSG00000028116	VRK2	VRK serine/threonine kinase 2		168534	7444
ENSG00000111058	ACSS3	acyl-CoA synthetase short chain family member 3		335510	79611
ENSG00000012048	BRCA1	BRCA1 DNA repair associated		14676	672
ENSG00000163995	ABLIM2	actin binding LIM protein family member 2		358162	84448
ENSG00000197114	ZGPAT	zinc finger CCCH-type and G-patch domain containing		359190	84619
ENSG00000143256	PFDN2	prefoldin subunit 2		124257	5202
ENSG00000235710	TRIM67-AS1	TRIM67 antisense RNA 1		395453	149373
ENSG00000227136					
ENSG00000131153	GINS2	GINS complex subunit 2		280504	51659
ENSG00000068438	FTSJ1	FtsJ RNA 2'-O-methyltransferase 1		247078	24140
ENSG00000067141	NEO1	neogenin 1		115871	4756
ENSG00000261437	LINC02894	long intergenic non-protein coding RNA 2894		8094241	100288748
ENSG00000165985	C1QL3	complement C1q like 3		434611	389941
ENSG00000149480	MTA2	metastasis associated 1 family member 2		192254	9219
ENSG00000284310	MIR939	microRNA 939		3467027	100126351
ENSG00000007314	SCN4A	sodium voltage-gated channel alpha subunit 4		146568	6329
ENSG00000169495	HTRA4	HtrA serine peptidase 4		407484	203100
ENSG00000164124	TMEM144	transmembrane protein 144		297261	55314
ENSG00000145675	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1		126027	5295
ENSG00000102891	MT4	metallothionein 4		359025	84560
ENSG00000197016	ZNF470	zinc finger protein 470		432886	388566
ENSG00000196893	LOC101928787	uncharacterized LOC101928787		8798218	101928787
ENSG00000049246	PER3	period circadian regulator 3		186557	8863
ENSG00000095951	HIVEP1	HIVEP zinc finger 1		61425	3096
ENSG00000132639	SNAP25	synaptosome associated protein 25		152214	6616
ENSG00000284062	MIR4469	microRNA 4469		8624550	100616115
ENSG00000109705	NKX3-2	NK3 homeobox 2		12845	579
ENSG00000185619	PCGF3	polycomb group ring finger 3		212864	10336
ENSG00000185052	SLC24A3	solute carrier family 24 member 3		315117	57419
ENSG00000270885	RASL10B	RAS like family 10 member B		369393	91608
ENSG00000175416	CLTB	clathrin light chain B		26313	1212
ENSG00000251336	TEMN3-AS1	TENM3 antisense transcript 1		9253294	105377573
ENSG00000112343	TRIM38	tripartite motif containing 38		215805	10475
ENSG00000100201	DDX17	DEAD-box helicase 17		216686	10521
ENSG00000159593	NAE1	NEDD8 activating enzyme E1 subunit 1		186990	8883
ENSG00000244395	RBMY1D	RNA binding motif protein Y-linked family 1 member D		431077	378949
ENSG00000135406	PRPH	peripherin		132600	5630
ENSG00000174951	FUT1	fucosyltransferase 1 (H blood group)		50125	2523
ENSG00000223579					
ENSG00000177398	UMODL1	uromodulin like 1		365441	89766
ENSG00000260428	SCX	scleraxis bHLH transcription factor		447875	642658
ENSG00000165762	OR4K2	olfactory receptor family 4 subfamily K member 2		435309	390431
ENSG00000167645	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein		367521	90522
ENSG00000284000	MIR4458	microRNA 4458		8624602	100616142
ENSG00000235618	FAM21EP	family with sequence similarity 21, member A pseudogene		8505732	100421577
ENSG00000238090	LOC100421336	RAB3A interacting protein like 1 pseudogene		8505582	100421336
ENSG00000122068	FYTTD1	forty-two-three domain containing 1		356359	84248
ENSG00000233098					
ENSG00000180767	CHST13	carbohydrate sulfotransferase 13		402557	166012
ENSG00000162384	CZIB	CXXC motif containing zinc binding protein		291698	54987
ENSG00000284172	MIR4315-2	microRNA 4315-2		8506584	100422961
ENSG00000280773	MIR7641-1	microRNA 7641-1		9010124	102465752
ENSG00000134539	KLRD1	killer cell lectin like receptor D1		82911	3824
ENSG00000277443	MARCKS	myristoylated alanine rich protein kinase C substrate		87798	4082
ENSG00000284216	MIR1909	microRNA 1909		8101847	100302210
ENSG00000214517	PPME1	protein phosphatase methylesterase 1		276870	51400
ENSG00000251072	LMNB1-DT	LMNB1 divergent transcript		9002786	102723557
ENSG00000125245	GPR18	G protein-coupled receptor 18		56137	2841
ENSG00000212036	MIR548BA	microRNA 548ba		9001222	102465854
ENSG00000141551	CSNK1D	casein kinase 1 delta		31001	1453
ENSG00000168421	RHOH	ras homolog family member H		9597	399
ENSG00000175611	LINC00476	long intergenic non-protein coding RNA 476		3876625	100128782
ENSG00000273265	CNNM3-DT	CNNM3 divergent transcript		8570472	100506036
ENSG00000266949					
ENSG00000145850	TIMD4	T cell immunoglobulin and mucin domain containing 4		370025	91937
ENSG00000229578	LINC00358	long intergenic non-protein coding RNA 358		8762689	100874143
ENSG00000188722					
ENSG00000189181	OR14I1	olfactory receptor family 14 subfamily I member 1		440052	401994
ENSG00000119314	PTBP3	polypyrimidine tract binding protein 3		205903	9991
ENSG00000198574	SH2D1B	SH2 domain containing 1B		378911	117157
ENSG00000251725					
ENSG00000161649	CD300LG	CD300 molecule like family member g		393641	146894
ENSG00000235961	PNMA6C	paraneoplastic Ma antigen family member 6C		8091069	100287428
ENSG00000285219	LOC100506207	uncharacterized LOC100506207		8570881	100506207
ENSG00000197905	TEAD4	TEA domain transcription factor 4		159477	7004
ENSG00000143126	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2		41093	1952
ENSG00000212017	MIR548U	microRNA 548u		8506432	100422884
ENSG00000260581	LOC105378231	uncharacterized LOC105378231		9256055	105378231
ENSG00000275360	MIR6868	microRNA 6868		9001454	102466753
ENSG00000198168	SVIP	small VCP interacting protein		414844	258010
ENSG00000170807	LMOD2	leiomodin 2		445088	442721
ENSG00000169807	PRY2	PTPN13 like Y-linked 2		445118	442862
ENSG00000182557	SPNS3	sphingolipid transporter 3 (putative)		406690	201305
ENSG00000171403	KRT9	keratin 9		83683	3857
ENSG00000205420	KRT6A	keratin 6A		83479	3853
ENSG00000100842	EFS	embryonal Fyn-associated substrate		211657	10278
ENSG00000100372	SLC25A17	solute carrier family 25 member 17		215872	10478
ENSG00000157064	NMNAT2	nicotinamide nucleotide adenylyltransferase 2		235782	23057
ENSG00000223598	LOC105378057	uncharacterized LOC105378057		9255347	105378057
ENSG00000172901	LVRN	laeverin		408090	206338
ENSG00000010404	IDS	iduronate 2-sulfatase		74954	3423
ENSG00000146005	PSD2	pleckstrin and Sec7 domain containing 2		356379	84249
ENSG00000122735	DNAI1	dynein axonemal intermediate chain 1		257579	27019
ENSG00000112812	PRSS16	serine protease 16		211671	10279
ENSG00000164610	RP9	RP9 pre-mRNA splicing factor		141725	6100
ENSG00000188039	NWD1	NACHT and WD repeat domain containing 1		419609	284434
ENSG00000284343	MIR631	microRNA 631		460060	693216
ENSG00000267671	YWHAEP7	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7		418719	284100
ENSG00000251443	LINC02160	long intergenic non-protein coding RNA 2160		9240673	105374716
ENSG00000150086					
ENSG00000126785	RHOJ	ras homolog family member J		314788	57381
ENSG00000184106	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene		425285	340206
ENSG00000223729	LINC02247	long intergenic non-protein coding RNA 2247		9247986	105376310
ENSG00000177984	LCN15	lipocalin 15		434415	389812
ENSG00000204179	PTPN20	protein tyrosine phosphatase non-receptor type 20		252814	26095
ENSG00000159131	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase		52010	2618
ENSG00000243015	RN7SL737P	RNA, 7SL, cytoplasmic 737, pseudogene		9672137	106481123
ENSG00000171401	KRT13	keratin 13		83723	3860
ENSG00000213931	HBE1	hemoglobin subunit epsilon 1		60341	3046
ENSG00000258057	BCDIN3D-AS1	BCDIN3D antisense RNA 1		8089690	100286844
ENSG00000284463	MIR302B	microRNA 302b		445141	442894
ENSG00000284609	OR8B3	olfactory receptor family 8 subfamily B member 3		435140	390271
ENSG00000172765	TMCC1	transmembrane and coiled-coil domain family 1		235172	23023
ENSG00000239043	SNORD127	small nucleolar RNA, C/D box 127		3157149	100113389
ENSG00000258630	LINC02292	long intergenic non-protein coding RNA 2292		8799004	101929080
ENSG00000213934	HBG1	hemoglobin subunit gamma 1		60355	3047
ENSG00000226125	LINC01907	long intergenic non-protein coding RNA 1907		397151	151475
ENSG00000279418	LINC00244	long intergenic non-protein coding RNA 244		326957	64433
ENSG00000139291	TMEM19	transmembrane protein 19		296423	55266
ENSG00000070770	CSNK2A2	casein kinase 2 alpha 2		31142	1459
ENSG00000284020	MIR4697	microRNA 4697		8624558	100616119
ENSG00000139835	GRTP1	growth hormone regulated TBC protein 1		338519	79774
ENSG00000236829	LOC100134368	uncharacterized LOC100134368		3895093	100134368
ENSG00000141141					
ENSG00000138172	CALHM2	calcium homeostasis modulator family member 2		270863	51063
ENSG00000177596	LOC100288208	uncharacterized LOC100288208		8092929	100288208
ENSG00000115165	CYTIP	cytohesin 1 interacting protein		198743	9595
ENSG00000259486					
ENSG00000214300	SPDYE3	speedy/RINGO cell cycle regulator family member E3		443635	441272
ENSG00000248932	COPB2-DT	COPB2 divergent transcript		8573418	100507291
ENSG00000261771	DNAAF4-CCPG1	DNAAF4-CCPG1 readthrough (NMD candidate)		8624338	100533483
ENSG00000234474	MIR3663HG	MIR3663 host gene		8799789	101927704
ENSG00000273045	C2orf15	chromosome 2 open reading frame 15		396456	150590
ENSG00000239039	SNORD13	small nucleolar RNA, C/D box 13		459845	692084
ENSG00000232093	DCST1-AS1	DCST1 antisense RNA 1		8569554	100505666
ENSG00000172426	RSPH9	radial spoke head component 9		410293	221421
ENSG00000167261	DPEP2	dipeptidase 2		325185	64174
ENSG00000284536	MIR17	microRNA 17		440984	406952
ENSG00000161381	PLXDC1	plexin domain containing 1		312825	57125
ENSG00000104081	BMF	Bcl2 modifying factor		367369	90427
ENSG00000160097	FNDC5	fibronectin type III domain containing 5		412211	252995
ENSG00000233409	FANK1-AS1	FANK1 antisense RNA 1		8802651	101410540
ENSG00000159527	PGLYRP3	peptidoglycan recognition protein 3		375324	114771
ENSG00000114547	ROPN1B	rhophilin associated tail protein 1B		397656	152015
ENSG00000176925	OR51F2	olfactory receptor family 51 subfamily F member 2		380170	119694
ENSG00000108387	SEPTIN4	septin 4		128271	5414
ENSG00000249375	CASC11	cancer susceptibility 11		8088800	100270680
ENSG00000160305	DIP2A	disco interacting protein 2 homolog A		237872	23181
ENSG00000138755	CXCL9	C-X-C motif chemokine ligand 9		91954	4283
ENSG00000115009	CCL20	C-C motif chemokine ligand 20		147268	6364
ENSG00000265692	LINC01970	long intergenic non-protein coding RNA 1970		8793244	101929511
ENSG00000163590	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L		397402	151742
ENSG00000274611	TBC1D3	TBC1 domain family member 3		466625	729873
ENSG00000129696	TTI2	TELO2 interacting protein 2		343555	80185
ENSG00000110063	DCPS	decapping enzyme, scavenger		262998	28960
ENSG00000139737	SLAIN1	SLAIN motif family member 1		381073	122060
ENSG00000118972	FGF23	fibroblast growth factor 23		174968	8074
ENSG00000011566	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3		179199	8491
ENSG00000035681	NSMAF	neutral sphingomyelinase activation associated factor		178305	8439
ENSG00000155229	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component		325293	64210
ENSG00000113319	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2		138845	5924
ENSG00000169340	PDILT	protein disulfide isomerase like, testis expressed		407920	204474
ENSG00000265828	MIR3939	microRNA 3939		8568906	100500857
ENSG00000277224	H2BC7	H2B clustered histone 7		177145	8343
ENSG00000212100	MIR764	microRNA 764		8504021	100313838
ENSG00000169446	MMGT1	membrane magnesium transporter 1		372049	93380
ENSG00000148154	UGCG	UDP-glucose ceramide glucosyltransferase		166727	7357
ENSG00000164253	WDR41	WD repeat domain 41		296269	55255
ENSG00000168310	IRF2	interferon regulatory factor 2		79421	3660
ENSG00000161179	YDJC	YdjC chitooligosaccharide deacetylase homolog		396044	150223
ENSG00000230114	AGBL4-AS1	AGBL4 antisense RNA 1		8794129	101929721
ENSG00000088826	SMOX	spermine oxidase		285337	54498
ENSG00000135049	AGTPBP1	ATP/GTP binding carboxypeptidase 1		239963	23287
ENSG00000176937	OR52R1	olfactory receptor family 52 subfamily R member 1		380178	119695
ENSG00000208797	SNORD73A	small nucleolar RNA, C/D box 73A		188287	8944
ENSG00000183255	PTTG1IP	PTTG1 interacting protein		16350	754
ENSG00000167775	CD320	CD320 molecule		275109	51293
ENSG00000214456	PLIN5	perilipin 5		442502	440503
ENSG00000151640	DPYSL4	dihydropyrimidinase like 4		217733	10570
ENSG00000196696	PDXDC2P-NPIPB14P	nuclear pore complex-interacting protein		418118	283970
ENSG00000111647	UHRF1BP1L	UHRF1 binding protein 1 like		236059	23074
ENSG00000265917	MIR3685	microRNA 3685		8568804	100500802
ENSG00000180596	H2BC4	H2B clustered histone 4		177192	8347
